
GroupOne: quality:1 subspecies:enterica core:402,405,401,404,399,379,403,397,358,389,392,400,398,385,394,386,293,368,395,396,352,348,359,383 serovar:Enteritidis contigs:59,1,46,41,53,62,31,65,42,142,297,38,36,74,83,35,63,37,71,30,78,28,44,29,79,261,86,25,93,122,45,55,112,248,140,161,110,146,102,13,67,4,243,2,120,116,126,60,429,40,34,168,64,3,104,191,135,609,151,48,124,159,39,176,57,100,52,56,918,33,68,98,27,82,103,113,84,32,144,43,148,75,50,91,51,193,21,26,149,47,61,141,139,220,123,80,69,156,152
GroupTwo: quality:1 subspecies:enterica,diarizonae,salamae,houtenae,arizonae,indica core:359,385,363,361,358,346,390,357,126,402,391,356,360,399,405,403,397,350,382,398,400,368,381,401,268,374,364,365,355,386,352,318,378,380,404,384,298,379,370,396,392,375,372,395,373,387,369,353,371,388,367,289,383,354,376,333,351,278,366,348,394,393,334,389,377,311,312,345,127,139,362,324,344,317,342,349,188,337,316,341,300,136,332,82,74,294,284,184,328,176,326,327,347,343,83,307,280,290,306,194,320,78,86,79,187,319,295,76,303,288,275,138,304,309,292,87 serovar:Typhi,Kentucky,Itami,Paratyphi,Weltevreden,O61:z:1,5,7,Typhimurium,Choleraesuis,Bareilly,Heidelberg,Infantis,I,9,12:l,v:-,Cerro,Agona,Bovismorbificans,Newport,Tennessee,Montevideo,Muenchen,Saintpaul,Havana,Senftenberg,Dublin,Anatum,Plymouth|Zega,Mbandaka,Hadar,Albany,Hartford,Oranienburg,Derby,Nima,4,[5],12:i:-,Schwarzengrund,Kiambu,Reading,Bredeney,Virginia,Liverpool,4,12:i:-,4,12:d:-,Javiana,Manhattan,Inverness,Brandenburg,Aqua,Berta,Litchfield,Nottingham,C1:g,Thompson,Johannesburg,Rubislaw,O61:k:1,5,IIIb,Pullorum,Telelkebir,Minnesota,B:e,h:-,Mississippi,Virchow,Ohio,Lille,Herston,Stanley,Abony,56:z10:e,n,x,Java,Muenster,Indiana,Putten,Lingwala,Blegdam,Tallahassee,Worthington,Milwaukee,Braenderup,X:z47:z53,Chester,Blockley,Gallinarum,16:z4,z32:--,Urbana,63:g,z51:-,London,Moscow,Give,Cubana,58:l,z13,z28:z6,Gaminara,Miami,Poona,Livingstone,6,14,25:z10:1,(2),7,Corvallis,Soerenga,Widemarsh,Abaetetuba,Hvittingfoss,Panama,Stanleyville,18:z4,z23:-,Meleagridis,Rissen,Veneziana,Gallinarum/pullorum,II,Namur,Fresno,Ouakam,62:z36:-,Abortusovis,50:g,z51:-,Pomona,Colindale,Mishmarhaemek,IV,Napoli,Nchanga,Weslaco,Orion,62:z4,z23:--,,Salford,Sandiego,Norwich,Kedougou,Hindmarsh,Brancaster,60:r:e,n,x,z15,Eastbourne,Hillingdon,Sloterdijk contigs:41,44,132,23,52,2,70,58,62,108,74,59,38,276,72,69,43,85,101,105,192,299,98,97,42,103,154,293,87,66,56,53,1,46,67,40,47,78,49,227,55,45,48,115,60,164,51,95,39,65,68,110,187,259,185,61,75,117,480,114,50,91,99,158,80,54,63,3,206,79,189,6,126,57,119,84,323,137,86,83,89,64,77,116,81,113,127,94,144,76,121,168,291,73,176,88,123,145,36,107,141,35,152,118,14,134,71,173,4,250,169,30,133,106,12,92,174,109,171,90,194,125,19,153,128,271,8,102,286,96,233,193,209,155,479,163,28,180,175,314,151,159,266,442,138,82,165,274,100,257,146,149,235,112,130,331,122,139,11,524,21,228,25,585,225,37,577,186,104,147,307,664,156,5,27,368,135,196,111,318,435,598,182,32,160,246,416,244,260,170,422,10,534,252,9,472,143,93,142,181,161,203,280,285,13,308,131,177,199,140,24,212,267,230,279,408,355,29,213,827,248,385,449,220,211,298,263,201,33,183,311,157,166,221,136,744,34,7,197,148,198,351,219,255,218,334,190,195,178,265,207,546,188,902,191,272,558,150,303,650,463,365,129,120,20,222,31,162,214,204,26,215,229,399,634,241,856,238,417,202,655,232,420,500,394,428,210,258,587,401,124,343,284,532,996,216,236,873,261,251,172,273,618,18,983,224,538,270,217,418,205,731,15,335,338,374,389,242,239,17,231,550,517,256,249,688,407,665,329,184,350,167,432,415,290,253,590,346,268,247,278,903,179,245,315,326,930,750
Name	GroupOne (+)	GroupOne (-)	GroupTwo (+)	GroupTwo (-)	pValue
lcl|GCA_000008105_1_ASM810v1_genomic_fna|AE017220.1_Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC_B67__complete_genome__3381626..3382825_	404	5	1144	3340	0.0
lcl|GCA_000486305_1_ASM48630v1_genomic_fna|AOXM01000115.1_Salmonella_enterica_subsp._enterica_serovar_Urbana_str._ATCC_9261_SEEU9261_1000007__whole_genome_shotgun_sequence__23064..24063_	12	397	16	4468	3.7257308349580853e-11
lcl|GCA_000009505_1_ASM950v1_genomic_fna|AM933172.1_Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._P125109_complete_genome__404577..406365_	402	7	265	4219	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4629001..4630000_	407	2	3983	501	9.701461856082005e-12
lcl|GCA_000245535_1_ASM24553v1_genomic_fna|CP003279.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_str._P_stx_12_plasmid__complete_sequence__161863..162862_	0	409	401	4083	2.754061423360099e-10
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__749001..750000_	2	407	3357	1127	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1139001..1140000_	383	26	392	4092	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006471.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2_plasmid_pSLT__complete_sequence__41001..42000_	184	225	579	3905	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4679001..4680000_	3	406	1604	2880	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__39001..40000_	408	1	3819	665	2.220446049250313e-16
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__789001..790000_	2	407	3560	924	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4419001..4420000_	1	408	1471	3013	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006471.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2_plasmid_pSLT__complete_sequence__64001..65000_	177	232	555	3929	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__349001..350000_	405	4	1659	2825	0.0
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__4070730..4071729_	1	408	2115	2369	0.0
lcl|GCA_000170235_1_ASM17023v1_genomic_fna|ABAN01000052.1_Salmonella_enterica_subsp._enterica_serovar_Saintpaul_str._SARA29_gcontig_1104776683799__whole_genome_shotgun_sequence__12451..13450_	3	406	510	3974	1.7658541295872965e-11
lcl|GCA_000020745_1_ASM2074v1_genomic_fna|CP001127.1_Salmonella_enterica_subsp._enterica_serovar_Schwarzengrund_str._CVM19633__complete_genome__2071796..2072795_	1	408	263	4221	1.4607314680059602e-6
lcl|GCA_000009525_1_ASM952v1_genomic_fna|AM933173.1_Salmonella_enterica_subsp._enterica_serovar_Gallinarum_str._287_91_complete_genome__1124952..1125951_	3	406	324	4160	4.827212154445704e-7
lcl|GCA_000008105_1_ASM810v1_genomic_fna|AE017220.1_Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC_B67__complete_genome__373854..374853_	0	409	315	4169	2.99749429721885e-8
lcl|GCA_000170195_2_ASM17019v2_genomic_fna|ABAK02000001.1_Salmonella_enterica_subsp._enterica_serovar_Kentucky_str._CVM29188_gcontig_1113067241854__whole_genome_shotgun_sequence__4488167..4489166_	0	409	292	4192	1.0258487437297958e-7
lcl|GCA_000008105_1_ASM810v1_genomic_fna|AE017220.1_Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC_B67__complete_genome__2243747..2244746_	0	409	318	4166	2.5512823187412437e-8
lcl|GCA_000180235_1_ASM18023v1_genomic_fna|CAAS01000704.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_str._E01_6750__contig_contig00704__whole_genome_shotgun_sequence__1..1128_	0	409	306	4178	4.8565786503473873e-8
lcl|GCA_000187785_2_ASM18778v2_genomic_fna|AERV01000012.1_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._TN061786_SEE.Contig98_1__whole_genome_shotgun_sequence__93557..94666_	1	408	532	3952	5.172529071728604e-13
lcl|GCA_000009525_1_ASM952v1_genomic_fna|AM933173.1_Salmonella_enterica_subsp._enterica_serovar_Gallinarum_str._287_91_complete_genome__1120952..1121951_	3	406	318	4166	6.629624125231715e-7
lcl|GCA_000335935_1_ASM33593v1_genomic_fna|AHUT01000003.1_Salmonella_enterica_subsp._enterica_serovar_4__5__12_i___str._08_1739_SE451239_101__whole_genome_shotgun_sequence__1..1997_	0	409	369	4115	1.60459412423819e-9
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006471.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2_plasmid_pSLT__complete_sequence__43001..44000_	182	227	673	3811	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006471.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2_plasmid_pSLT__complete_sequence__83001..84000_	0	409	520	3964	3.2174263253637037e-13
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__1095220..1096219_	3	406	2478	2006	0.0
lcl|GCA_000245535_1_ASM24553v1_genomic_fna|CP003279.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_str._P_stx_12_plasmid__complete_sequence__165863..166862_	0	409	399	4085	3.0766889036470957e-10
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4049001..4050000_	0	409	750	3734	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006471.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2_plasmid_pSLT__complete_sequence__26001..27000_	184	225	567	3917	0.0
lcl|GCA_000027025_1_ASM2702v1_genomic_fna|FN424405.1_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._D23580_complete_genome__3390287..3391286_	1	408	280	4204	5.955991758677115e-7
lcl|GCA_000009505_1_ASM950v1_genomic_fna|AM933172.1_Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._P125109_complete_genome__2035830..2036829_	68	341	42	4442	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3939001..3940000_	0	409	1478	3006	0.0
lcl|GCA_000280075_1_ASM28007v1_genomic_fna|ALEI01000045.1_Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._622731_39_SEEE3139_23__whole_genome_shotgun_sequence__5001..6000_	40	369	1	4483	0.0
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__216121..217860_	1	408	1971	2513	0.0
lcl|GCA_000335935_1_ASM33593v1_genomic_fna|AHUT01000018.1_Salmonella_enterica_subsp._enterica_serovar_4__5__12_i___str._08_1739_SE451239_21__whole_genome_shotgun_sequence__23279..24278_	0	409	373	4111	1.288825934864235e-9
lcl|GCA_000486305_1_ASM48630v1_genomic_fna|AOXM01000115.1_Salmonella_enterica_subsp._enterica_serovar_Urbana_str._ATCC_9261_SEEU9261_1000007__whole_genome_shotgun_sequence__25064..26063_	12	397	15	4469	1.093958257314398e-11
lcl|GCA_000008105_1_ASM810v1_genomic_fna|AE017220.1_Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC_B67__complete_genome__35826..36825_	1	408	640	3844	7.771561172376096e-16
lcl|GCA_000020745_1_ASM2074v1_genomic_fna|CP001127.1_Salmonella_enterica_subsp._enterica_serovar_Schwarzengrund_str._CVM19633__complete_genome__384077..385076_	0	409	406	4078	2.0870682959639453e-10
lcl|GCA_000009525_1_ASM952v1_genomic_fna|AM933173.1_Salmonella_enterica_subsp._enterica_serovar_Gallinarum_str._287_91_complete_genome__1128952..1129951_	3	406	320	4164	5.964750888765025e-7
lcl|GCA_000008105_1_ASM810v1_genomic_fna|AY509004.1_Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC_B67_plasmid_pSC138__complete_sequence__77001..78000_	4	405	375	4109	8.865898082355272e-8
lcl|GCA_000171495_1_ASM17149v1_genomic_fna|ABFF01000001.1_Salmonella_enterica_subsp._enterica_serovar_Weltevreden_str._HI_N05_537_gcontig_1106390373098__whole_genome_shotgun_sequence__376297..377296_	0	409	365	4119	1.9970780584799286e-9
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006471.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2_plasmid_pSLT__complete_sequence__62001..63000_	180	229	536	3948	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__829001..830000_	403	6	2066	2418	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__309001..310000_	5	404	4132	352	0.0
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__398663..399700_	1	408	2166	2318	0.0
lcl|GCA_000008105_1_ASM810v1_genomic_fna|AE017220.1_Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC_B67__complete_genome__32826..33825_	1	408	623	3861	2.3314683517128287e-15
lcl|GCA_000280075_1_ASM28007v1_genomic_fna|ALEI01000045.1_Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._622731_39_SEEE3139_23__whole_genome_shotgun_sequence__7001..8000_	38	371	1	4483	0.0
lcl|GCA_000008105_1_ASM810v1_genomic_fna|AE017220.1_Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC_B67__complete_genome__37826..38825_	1	408	639	3845	8.881784197001252e-16
lcl|GCA_000171535_2_ASM17153v2_genomic_fna|ABFH02000001.1_Salmonella_enterica_subsp._enterica_serovar_Virchow_str._SL491_gcontig_1112707573884__whole_genome_shotgun_sequence__1115438..1116437_	0	409	378	4106	9.795595445893923e-10
lcl|GCA_000280075_1_ASM28007v1_genomic_fna|ALEI01000048.1_Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._622731_39_SEEE3139_24__whole_genome_shotgun_sequence__4486..5485_	39	370	1	4483	0.0
lcl|GCA_000008105_1_ASM810v1_genomic_fna|AE017220.1_Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC_B67__complete_genome__34826..35825_	1	408	633	3851	1.2212453270876722e-15
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4669001..4670000_	3	406	1576	2908	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__311001..312000_	6	403	4152	332	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1962001..1963000_	394	15	1488	2996	0.0
lcl|GCA_000009525_1_ASM952v1_genomic_fna|AM933173.1_Salmonella_enterica_subsp._enterica_serovar_Gallinarum_str._287_91_complete_genome__1119952..1120951_	3	406	303	4181	1.4609399149323465e-6
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3521001..3522000_	383	26	1951	2533	0.0
lcl|GCA_000016045_1_ASM1604v1_genomic_fna|CP001113.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._SL254__complete_genome__3222853..3223852_	1	408	514	3970	1.4687140392766196e-12
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4226001..4227000_	405	4	3932	552	4.741429471266656e-12
lcl|GCA_000018705_1_ASM1870v1_genomic_fna|CP000886.1_Salmonella_enterica_subsp._enterica_serovar_Paratyphi_B_str._SPB7__complete_genome__1813128..1814127_	3	406	713	3771	1.1102230246251565e-16
lcl|GCA_000256625_1_ASM25662v1_genomic_fna|AJGW01000005.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._41579_SEEH1579_13__whole_genome_shotgun_sequence__74677..75687_	0	409	302	4182	6.01548059142587e-8
lcl|GCA_000016045_1_ASM1604v1_genomic_fna|CP001113.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._SL254__complete_genome__3220853..3221852_	1	408	499	3985	3.4833247397614286e-12
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4825001..4826000_	1	408	1899	2585	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1855001..1856000_	407	2	4152	332	1.1052330739502736e-7
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2910001..2911000_	0	409	890	3594	0.0
lcl|GCA_000195995_1_ASM19599v1_genomic_fna|AL513383.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18_plasmid_pHCM1__103922..104921_	0	409	536	3948	1.2656542480726785e-13
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__44001..45000_	407	2	3821	663	6.661338147750939e-16
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__931001..932000_	406	3	1760	2724	0.0
lcl|GCA_000195995_1_ASM19599v1_genomic_fna|AL513383.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18_plasmid_pHCM1__191546..192545_	0	409	534	3950	1.4221956945448255e-13
