
GroupOne: quality:1 subspecies:enterica core:405,402,401,398,395,403,399,400,394,393,376,404,388,396,390,385,397 serovar:Newport contigs:1,63,58,74,54,163,62,56,147,40,83,93,4,65,68,137,98,77,89,127,57,191,61,38,69,2,55,67,190,138,266,49,66,60,46,3,44,53,100,59,194,186,82,125,64,71,258,75,78,51,116,12
GroupTwo: quality:1 subspecies:enterica,diarizonae,salamae,houtenae,arizonae,indica core:359,385,363,361,358,346,390,357,126,402,391,356,360,399,405,403,397,350,382,398,400,368,381,401,268,374,364,365,355,386,352,318,378,380,404,384,298,379,370,396,392,375,372,395,373,387,369,353,371,388,367,289,383,354,376,333,351,278,366,348,394,393,334,389,377,311,312,345,127,139,362,324,344,317,342,349,293,188,337,316,341,300,136,332,82,74,294,284,184,328,176,326,327,347,343,83,307,280,290,306,194,320,78,86,79,187,319,295,76,303,288,275,138,304,309,292,87 serovar:Typhi,Kentucky,Itami,Paratyphi,Weltevreden,O61:z:1,5,7,Typhimurium,Choleraesuis,Enteritidis,Bareilly,Heidelberg,Infantis,I,9,12:l,v:-,Cerro,Agona,Bovismorbificans,Tennessee,Montevideo,Muenchen,Saintpaul,Havana,Senftenberg,Dublin,Anatum,Plymouth|Zega,Mbandaka,Hadar,Albany,Hartford,Oranienburg,Derby,Nima,4,[5],12:i:-,Schwarzengrund,Kiambu,Reading,Bredeney,Virginia,Liverpool,4,12:i:-,4,12:d:-,Javiana,Manhattan,Inverness,Brandenburg,Aqua,Berta,Litchfield,Nottingham,C1:g,Thompson,Johannesburg,Rubislaw,O61:k:1,5,IIIb,Pullorum,Telelkebir,Minnesota,B:e,h:-,Mississippi,Virchow,Ohio,Lille,Herston,Stanley,Abony,56:z10:e,n,x,Java,Muenster,Indiana,Putten,Lingwala,Blegdam,Tallahassee,Worthington,Milwaukee,Braenderup,X:z47:z53,Chester,Blockley,Gallinarum,16:z4,z32:--,Urbana,63:g,z51:-,London,Moscow,Give,Cubana,58:l,z13,z28:z6,Gaminara,Miami,Poona,Livingstone,6,14,25:z10:1,(2),7,Corvallis,Soerenga,Widemarsh,Abaetetuba,Hvittingfoss,Panama,Stanleyville,18:z4,z23:-,Meleagridis,Rissen,Veneziana,Gallinarum/pullorum,II,Namur,Fresno,Ouakam,62:z36:-,Abortusovis,50:g,z51:-,Pomona,Colindale,Mishmarhaemek,IV,Napoli,Nchanga,Weslaco,Orion,62:z4,z23:--,,Salford,Sandiego,Norwich,Kedougou,Hindmarsh,Brancaster,60:r:e,n,x,z15,Eastbourne,Hillingdon,Sloterdijk contigs:41,44,132,23,52,2,70,58,62,108,74,59,38,276,72,69,43,85,101,105,192,299,98,97,42,1,103,154,46,293,87,66,56,53,67,40,47,78,49,227,55,45,48,115,60,164,51,95,39,65,31,68,110,187,259,185,61,75,117,480,114,50,91,99,158,80,54,3,206,79,189,6,126,57,119,84,323,137,86,83,89,64,77,116,81,113,127,94,144,76,121,168,291,73,176,88,123,145,36,107,142,141,35,63,297,152,118,14,134,71,173,4,250,169,30,133,106,12,92,174,109,171,90,37,194,125,19,153,128,271,8,102,28,286,96,233,193,209,155,29,479,180,175,314,151,159,266,442,138,261,82,165,274,25,100,257,93,146,149,235,112,130,331,122,139,11,524,21,228,585,225,577,186,104,248,307,140,161,664,156,5,27,368,147,135,196,111,318,435,598,13,182,32,160,246,416,244,260,170,422,243,10,534,252,9,472,120,143,181,203,280,285,308,131,177,199,24,429,34,212,267,230,279,191,408,355,213,827,385,449,220,211,609,298,263,201,33,183,311,157,166,221,136,744,124,7,197,148,198,351,219,255,218,334,190,195,178,265,207,546,188,902,272,558,150,303,918,650,463,365,129,20,222,162,214,204,26,215,229,399,634,241,856,238,417,202,655,232,420,500,394,428,210,258,587,401,343,284,532,163,996,216,236,873,251,172,273,618,18,983,224,538,270,217,418,205,731,15,335,338,374,389,242,239,17,231,550,517,256,249,688,407,665,329,184,350,167,432,415,290,253,590,346,268,247,278,903,179,245,315,326,930,750
Name	GroupOne (+)	GroupOne (-)	GroupTwo (+)	GroupTwo (-)	pValue
lcl|GCA_000238455_2_ASM23845v2_genomic_fna|AESX01000019.1_Salmonella_enterica_subsp._enterica_serovar_Montevideo_str._42N_SEEM42N_22__whole_genome_shotgun_sequence__41413..42531_	1	80	1	4811	8.34689400930344e-8
lcl|GCA_000272655_1_ASM27265v1_genomic_fna|AHTL01000039.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._CVM_21539_SEEN539_60__whole_genome_shotgun_sequence__303457..304456_	1	80	1	4811	8.34689400930344e-8
lcl|GCA_000272615_1_ASM27261v1_genomic_fna|AHTS01000063.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._CVM_35202_SEEN202_91__whole_genome_shotgun_sequence__28304..29896_	1	80	0	4812	1.27675647831893e-14
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1139001..1140000_	39	42	736	4076	9.992007221626409e-16
lcl|GCA_000272515_1_ASM27251v1_genomic_fna|AHTJ01000054.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._CVM_35185_SEEN185_61__whole_genome_shotgun_sequence__384690..385689_	1	80	1	4811	8.34689400930344e-8
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4679001..4680000_	0	81	1607	3205	2.2011836797730666e-10
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__789001..790000_	79	2	3483	1329	4.5567571926863337e-7
lcl|GCA_000171415_1_ASM17141v1_genomic_fna|ABEW01000019.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._SL317_gcontig_1106632933378__whole_genome_shotgun_sequence__10797..11796_	3	78	12	4800	2.4489659300463984e-8
lcl|GCA_000231565_2_ASM23156v2_genomic_fna|AFCO01000996.1_Salmonella_enterica_subsp._enterica_serovar_Inverness_str._R8_3668_Contig996__whole_genome_shotgun_sequence__1001..2918_	4	77	28	4784	1.4090452283843646e-6
lcl|GCA_000271905_1_ASM27190v1_genomic_fna|AJMO01000027.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._Levine_15_SEENLE15_37__whole_genome_shotgun_sequence__28852..29851_	12	69	6	4806	0.0
lcl|GCA_000344825_1_SOAPdenovo1_05_genomic_fna|AOGJ01000034.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._SH111077_contig034__whole_genome_shotgun_sequence__117411..118410_	1	80	0	4812	1.27675647831893e-14
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__349001..350000_	78	3	1986	2826	0.0
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__4070730..4071729_	1	80	2115	2697	1.4099832412739488e-14
lcl|GCA_000170235_1_ASM17023v1_genomic_fna|ABAN01000052.1_Salmonella_enterica_subsp._enterica_serovar_Saintpaul_str._SARA29_gcontig_1104776683799__whole_genome_shotgun_sequence__12451..13450_	34	47	479	4333	0.0
lcl|GCA_000272875_1_ASM27287v1_genomic_fna|AHUG01000029.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._CVM_4176_SEEN176_40__whole_genome_shotgun_sequence__33465..34464_	1	80	0	4812	1.27675647831893e-14
lcl|GCA_000171415_1_ASM17141v1_genomic_fna|ABEW01000005.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._SL317_gcontig_1106632933374__whole_genome_shotgun_sequence__359535..360534_	14	67	1	4811	0.0
lcl|GCA_000344865_1_SOAPdenovo1_05_genomic_fna|AOGG01000030.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._JS09102_contig030__whole_genome_shotgun_sequence__27604..28603_	1	80	1	4811	8.34689400930344e-8
lcl|GCA_000272655_1_ASM27265v1_genomic_fna|AHTL01000039.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._CVM_21539_SEEN539_60__whole_genome_shotgun_sequence__297457..298456_	1	80	1	4811	8.34689400930344e-8
lcl|GCA_000171415_1_ASM17141v1_genomic_fna|ABEW01000019.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._SL317_gcontig_1106632933378__whole_genome_shotgun_sequence__17797..18796_	4	77	13	4799	1.4339640586058522e-12
lcl|GCA_000272875_1_ASM27287v1_genomic_fna|AHUG01000029.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._CVM_4176_SEEN176_40__whole_genome_shotgun_sequence__36465..37464_	1	80	0	4812	1.27675647831893e-14
lcl|GCA_000171415_1_ASM17141v1_genomic_fna|ABEW01000005.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._SL317_gcontig_1106632933374__whole_genome_shotgun_sequence__365535..367020_	15	66	10	4802	0.0
lcl|GCA_000272875_1_ASM27287v1_genomic_fna|AHUG01000029.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._CVM_4176_SEEN176_40__whole_genome_shotgun_sequence__6513..7512_	1	80	0	4812	1.27675647831893e-14
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2849001..2850000_	9	72	2584	2228	2.6201263381153694e-14
lcl|GCA_000272655_1_ASM27265v1_genomic_fna|AHTL01000039.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._CVM_21539_SEEN539_60__whole_genome_shotgun_sequence__299457..300456_	1	80	1	4811	8.34689400930344e-8
lcl|GCA_000018705_1_ASM1870v1_genomic_fna|CP000886.1_Salmonella_enterica_subsp._enterica_serovar_Paratyphi_B_str._SPB7__complete_genome__1818128..1819151_	14	67	214	4598	5.4586374753640143e-8
lcl|GCA_000344825_1_SOAPdenovo1_05_genomic_fna|AOGJ01000008.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._SH111077_contig008__whole_genome_shotgun_sequence__124825..125923_	2	79	6	4806	2.2293230494963012e-7
lcl|GCA_000171415_1_ASM17141v1_genomic_fna|ABEW01000019.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._SL317_gcontig_1106632933378__whole_genome_shotgun_sequence__18797..19796_	4	77	12	4800	2.2948309919001986e-13
lcl|GCA_000272915_1_ASM27291v1_genomic_fna|AHUB01000039.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._CVM_19443_SEEN443_57__whole_genome_shotgun_sequence__64348..65347_	1	80	1	4811	8.34689400930344e-8
lcl|GCA_000272915_1_ASM27291v1_genomic_fna|AHUB01000039.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._CVM_19443_SEEN443_57__whole_genome_shotgun_sequence__66348..67347_	1	80	1	4811	8.34689400930344e-8
lcl|GCA_000170235_1_ASM17023v1_genomic_fna|ABAN01000083.1_Salmonella_enterica_subsp._enterica_serovar_Saintpaul_str._SARA29_gcontig_1104776689409__whole_genome_shotgun_sequence__1001..2000_	1	80	1	4811	8.34689400930344e-8
lcl|GCA_000272875_1_ASM27287v1_genomic_fna|AHUG01000029.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._CVM_4176_SEEN176_40__whole_genome_shotgun_sequence__34465..35464_	1	80	0	4812	1.27675647831893e-14
lcl|GCA_000272875_1_ASM27287v1_genomic_fna|AHUG01000029.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._CVM_4176_SEEN176_40__whole_genome_shotgun_sequence__31465..32464_	1	80	0	4812	1.27675647831893e-14
lcl|GCA_001243515_1_Salmonella_enterica_CVM_N46850_R_v1_0_genomic_fna|LHIV01000017.1_Salmonella_enterica_subsp._enterica_serovar_Newport_strain_CVM_N46850_N46850_contig_17__whole_genome_shotgun_sequence__2001..3853_	1	80	0	4812	1.27675647831893e-14
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4049001..4050000_	39	42	711	4101	1.1102230246251565e-16
lcl|GCA_000271905_1_ASM27190v1_genomic_fna|AJMO01000027.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._Levine_15_SEENLE15_37__whole_genome_shotgun_sequence__41852..42851_	12	69	6	4806	0.0
lcl|GCA_000272875_1_ASM27287v1_genomic_fna|AHUG01000029.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._CVM_4176_SEEN176_40__whole_genome_shotgun_sequence__8513..9512_	1	80	0	4812	1.27675647831893e-14
lcl|GCA_000231605_2_ASM23160v2_genomic_fna|AFCQ01001547.1_Salmonella_enterica_subsp._enterica_serovar_Minnesota_str._A4_603_Contig1547__whole_genome_shotgun_sequence__112..1133_	31	50	81	4731	0.0
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__216121..217860_	0	81	1972	2840	8.859579736508749e-14
lcl|GCA_000272875_1_ASM27287v1_genomic_fna|AHUG01000018.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._CVM_4176_SEEN176_28__whole_genome_shotgun_sequence__20884..21883_	1	80	0	4812	1.27675647831893e-14
lcl|GCA_000020745_1_ASM2074v1_genomic_fna|CP001127.1_Salmonella_enterica_subsp._enterica_serovar_Schwarzengrund_str._CVM19633__complete_genome__384077..385076_	20	61	386	4426	6.904980387467674e-8
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__829001..830000_	79	2	2390	2422	0.0
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__398663..399700_	0	81	2167	2645	5.551115123125783e-16
lcl|GCA_000272615_1_ASM27261v1_genomic_fna|AHTS01000037.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._CVM_35202_SEEN202_55__whole_genome_shotgun_sequence__135884..136883_	1	80	1	4811	8.34689400930344e-8
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4669001..4670000_	0	81	1579	3233	3.741722487404786e-10
lcl|GCA_000344825_1_SOAPdenovo1_05_genomic_fna|AOGJ01000005.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._SH111077_contig005__whole_genome_shotgun_sequence__23049..24048_	1	80	1	4811	8.34689400930344e-8
lcl|GCA_000344825_1_SOAPdenovo1_05_genomic_fna|AOGJ01000008.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._SH111077_contig008__whole_genome_shotgun_sequence__147116..148777_	1	80	0	4812	1.27675647831893e-14
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1962001..1963000_	72	9	1810	3002	0.0
lcl|GCA_000272695_1_ASM27269v1_genomic_fna|AHTQ01000047.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._CVM_19449_SEEN449_65__whole_genome_shotgun_sequence__3940..4939_	1	80	0	4812	1.27675647831893e-14
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3521001..3522000_	77	4	2257	2555	0.0
lcl|GCA_000016045_1_ASM1604v1_genomic_fna|CP001113.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._SL254__complete_genome__3222853..3223852_	36	45	479	4333	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4226001..4227000_	1	80	4336	476	0.0
lcl|GCA_000170235_1_ASM17023v1_genomic_fna|ABAN01000057.1_Salmonella_enterica_subsp._enterica_serovar_Saintpaul_str._SARA29_gcontig_1104776685939__whole_genome_shotgun_sequence__11880..13383_	1	80	1	4811	8.34689400930344e-8
lcl|GCA_000016045_1_ASM1604v1_genomic_fna|CP001113.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._SL254__complete_genome__3220853..3221852_	36	45	464	4348	0.0
lcl|GCA_000016045_1_ASM1604v1_genomic_fna|CP001113.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._SL254__complete_genome__4242803..4243802_	11	70	1	4811	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4825001..4826000_	81	0	1819	2993	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__931001..932000_	81	0	2085	2727	0.0
lcl|GCA_000272915_1_ASM27291v1_genomic_fna|AHUB01000039.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._CVM_19443_SEEN443_57__whole_genome_shotgun_sequence__35610..36609_	2	79	0	4812	0.0
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__4433219..4434218_	0	81	1946	2866	1.6464607455191071e-13
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2550001..2551000_	80	1	2668	2144	6.5503158452884236e-15
lcl|GCA_000231665_2_ASM23166v2_genomic_fna|AFCT01002366.1_Salmonella_enterica_subsp._enterica_serovar_Rubislaw_str._A4_653_Contig2366__whole_genome_shotgun_sequence__1..1000_	2	79	6	4806	2.2293230494963012e-7
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__205001..206000_	81	0	2621	2191	3.3306690738754696e-16
lcl|GCA_000272935_1_ASM27293v1_genomic_fna|AHUC01000034.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._CVM_37978_SEEN978_62__whole_genome_shotgun_sequence__13060..14059_	1	80	0	4812	1.27675647831893e-14
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1360001..1361000_	5	76	3276	1536	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2645001..2646000_	77	4	2389	2423	5.551115123125783e-16
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4773001..4774000_	0	81	1142	3670	5.512217143843756e-7
lcl|GCA_000272535_1_ASM27253v1_genomic_fna|AHTN01000007.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._CVM_35188_SEEN188_16__whole_genome_shotgun_sequence__148178..149177_	5	76	0	4812	0.0
lcl|GCA_000016045_1_ASM1604v1_genomic_fna|CP001113.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._SL254__complete_genome__2880463..2882409_	44	37	2	4810	0.0
lcl|GCA_000344825_1_SOAPdenovo1_05_genomic_fna|AOGJ01000005.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._SH111077_contig005__whole_genome_shotgun_sequence__10580..11579_	1	80	1	4811	8.34689400930344e-8
lcl|GCA_000016045_1_ASM1604v1_genomic_fna|CP001113.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._SL254__complete_genome__4555867..4556866_	36	45	116	4696	0.0
